Time,Systemic1.abdominal_aorta_C114_module.v,Systemic1.abdominal_aorta_C114_module.u
11.26,0.00025983778,18744.504
11.27,0.00024425233,18853.492
11.28,0.00022569239,18892.01
11.29,0.00020535337,18861.775
11.3,0.000184255,18766.787
11.31,0.00016315983,18614.201
11.32,0.00014274324,18414.627
11.33,0.00012361632,18182.521
11.34,0.00010624327,17933.746
11.35,9.093716e-05,17682.686
11.36,7.791438e-05,17442.67
11.37,6.727814e-05,17225.139
11.38,5.9004884e-05,17037.799
11.39,5.296236e-05,16884.832
11.4,4.8927704e-05,16767.14
11.41,4.660995e-05,16682.814
11.42,4.5683162e-05,16628.117
11.43,4.5807345e-05,16598.002
11.44,4.664947e-05,16586.582
11.45,4.7906822e-05,16587.777
11.46,4.93239e-05,16595.775
11.47,5.0702187e-05,16605.363
11.48,5.1903215e-05,16612.102
11.49,5.2846328e-05,16612.43
11.5,5.350195e-05,16603.691
11.51,5.3879186e-05,16584.059
11.52,5.401792e-05,16552.51
11.53,5.3982763e-05,16508.879
11.54,5.384757e-05,16453.68
11.55,5.3684664e-05,16387.934
11.56,5.3559277e-05,16313.054
11.57,5.3525862e-05,16230.749
11.58,5.3624237e-05,16142.861
11.59,5.3878048e-05,16051.253
11.6,5.4294105e-05,15957.689
11.61,5.4862965e-05,15863.74
11.62,5.5560802e-05,15770.703
11.63,5.63514e-05,15679.549
11.64,5.719136e-05,15590.945
11.65,5.803265e-05,15505.266
11.66,5.8825142e-05,15422.582
11.67,5.9520145e-05,15342.728
11.68,6.0073264e-05,15265.332
11.69,6.0447976e-05,15189.852
11.7,6.0616323e-05,15115.6875
11.71,6.056046e-05,15042.209
11.72,6.027314e-05,14968.799
11.73,5.9757567e-05,14894.896
11.74,5.9026966e-05,14820.036
11.75,5.8105576e-05,14743.915
11.76,5.701919e-05,14666.267
11.77,5.5797904e-05,14586.939
11.78,5.4476444e-05,14505.911
11.79,5.3092394e-05,14423.248
11.8,5.168364e-05,14339.207
11.81,5.0284954e-05,14253.972
11.82,4.892936e-05,14167.887
11.83,4.7642618e-05,14081.291
11.84,4.6451405e-05,13994.517
11.85,4.5371053e-05,13907.907
11.86,4.441437e-05,13821.773
11.87,4.358561e-05,13736.386
11.88,4.288462e-05,13651.936
11.89,4.2305826e-05,13568.575
11.9,4.184074e-05,13486.372
11.91,4.147818e-05,13405.347
11.92,4.120423e-05,13325.461
11.93,4.1005136e-05,13246.6455
11.94,4.0865398e-05,13168.786
11.95,4.0770785e-05,13091.759
11.96,4.0707502e-05,13015.423
11.97,4.0663344e-05,12939.64
11.98,4.062747e-05,12864.274
11.99,4.059071e-05,12789.203
12,4.0545623e-05,12714.319
12.01,4.0484378e-05,12639.536
12.02,4.0405743e-05,12564.775
12.03,4.0306597e-05,12490.005
12.04,4.0185343e-05,12415.207
12.05,4.0041847e-05,12340.382
12.06,3.9876468e-05,12265.544
12.07,3.969005e-05,12190.715
12.08,3.948392e-05,12115.927
12.09,3.925986e-05,12041.226
12.1,3.9019884e-05,11966.662
12.11,3.876677e-05,11892.333
12.12,3.8537713e-05,11820.331
12.13,3.8804606e-05,11773.698
12.14,4.1652063e-05,11833.786
12.15,5.098527e-05,12113.189
12.16,7.0176844e-05,12664.478
12.17,9.950589e-05,13441.981
12.18,0.00013593459,14343.191
12.19,0.00017467361,15261.558
12.2,0.00021079456,16114.7705
12.21,0.00024058126,16855.268
12.22,0.00026176835,17462.49
12.23,0.00027345747,17937.635
12.24,0.00027612672,18297.473
12.25,0.00027109016,18561.547
12.26,0.00025998848,18744.514
12.27,0.00024445698,18854.195
12.28,0.00022592995,18893.432
12.29,0.00020560497,18863.96
12.3,0.00018447152,18769.354
12.31,0.00016335148,18616.852
12.32,0.0001429666,18418.383
12.33,0.00012385093,18187.318
12.34,0.00010645516,17938.664
12.35,9.111677e-05,17687.205
12.36,7.8068224e-05,17447.06
12.37,6.740727e-05,17229.322
12.38,5.910923e-05,17041.672
12.39,5.3042422e-05,16888.316
12.4,4.8986913e-05,16770.271
12.41,4.6651207e-05,16685.654
12.42,4.5706973e-05,16630.676
12.43,4.5803954e-05,16600.063
12.44,4.6601905e-05,16587.742
12.45,4.7821344e-05,16588.035
12.46,4.922534e-05,16595.58
12.47,5.0614355e-05,16605.135
