environment | time (second),Systemic | abdominal_aorta_C114 | u (J_per_m3),Systemic | abdominal_aorta_C114 | v (m3_per_s)
8.33,18150.7,0.000123263
8.34,17901.1,0.000105893
8.35,17649.9,9.06132e-5
8.36,17410.7,7.76363e-5
8.37,17194.4,6.70507e-5
8.38,17008.3,5.88269e-5
8.39,16856.5,5.28286e-5
8.4,16739.9,4.88304e-5
8.41,16656.6,4.65412e-5
8.42,16602.7,4.56304e-5
8.43,16573.1,4.57546e-5
8.44,16561.8,4.65833e-5
8.45,16563,4.78188e-5
8.46,16570.8,4.92116e-5
8.47,16580.2,5.05681e-5
8.48,16586.7,5.17536e-5
8.49,16586.9,5.26889e-5
8.5,16577.9,5.3344e-5
8.51,16558.2,5.37293e-5
8.52,16526.7,5.38847e-5
8.53,16483.2,5.38698e-5
8.54,16428.2,5.37541e-5
8.55,16362.7,5.36083e-5
8.56,16288.1,5.34976e-5
8.57,16206.1,5.34762e-5
8.58,16118.6,5.35841e-5
8.59,16027.3,5.38447e-5
8.6,15934.1,5.42648e-5
8.61,15840.5,5.48351e-5
8.62,15747.7,5.5532e-5
8.63,15656.8,5.63202e-5
8.64,15568.4,5.71564e-5
8.65,15483,5.7992e-5
8.66,15400.4,5.87769e-5
8.67,15320.7,5.94632e-5
8.68,15243.3,6.00073e-5
8.69,15167.9,6.03731e-5
8.7,15093.8,6.05334e-5
8.71,15020.3,6.04708e-5
8.72,14946.9,6.01786e-5
8.73,14873,5.96602e-5
8.74,14798.2,5.89286e-5
8.75,14722,5.80049e-5
8.76,14644.4,5.69171e-5
8.77,14565,5.5698e-5
8.78,14484,5.43834e-5
8.79,14401.5,5.30103e-5
8.8,14317.6,5.16151e-5
8.81,14232.6,5.02323e-5
8.82,14146.9,4.88927e-5
8.83,14060.6,4.76228e-5
8.84,13974.2,4.64443e-5
8.85,13888,4.53731e-5
8.86,13802.2,4.44199e-5
8.87,13717.1,4.35898e-5
8.88,13632.9,4.28832e-5
8.89,13549.8,4.22962e-5
8.9,13467.7,4.1821e-5
8.91,13386.7,4.14474e-5
8.92,13306.9,4.11627e-5
8.93,13228.1,4.09533e-5
8.94,13150.2,4.08049e-5
8.95,13073.2,4.07033e-5
8.96,12996.8,4.0635e-5
8.97,12921.1,4.05875e-5
8.98,12845.7,4.055e-5
8.99,12770.7,4.05129e-5
9,12695.9,4.04685e-5
9.01,12621.2,4.04109e-5
9.02,12546.6,4.03356e-5
9.03,12471.9,4.02397e-5
9.04,12397.3,4.01216e-5
9.05,12322.6,3.99808e-5
9.06,12247.9,3.98176e-5
9.07,12173.2,3.96331e-5
9.08,12098.5,3.94287e-5
9.09,12024,3.92063e-5
9.1,11949.6,3.89678e-5
9.11,11875.3,3.87152e-5
9.12,11801.9,3.84579e-5
9.13,11751.1,3.85952e-5
9.14,11811.8,4.13667e-5
9.15,12097.5,5.08365e-5
9.16,12654.8,7.0268e-5
9.17,13436,9.98092e-5
9.18,14338.7,0.000136375
9.19,15256.9,0.000175149
9.2,16110.1,0.000211292
9.21,16849.7,0.00024103
9.22,17455.1,0.000262064
9.23,17928.9,0.000273609
9.24,18287.9,0.000276156
9.25,18551.3,0.000271017
9.26,18733.6,0.000259838
9.27,18842.4,0.000244247
9.28,18880.6,0.000225677
9.29,18850,0.000205323
9.3,18754.3,0.000184172
9.31,18600.9,0.000163045
9.32,18401,0.000142633
9.33,18168.6,0.000123511
9.34,17919.2,0.000106134
9.35,17668.1,9.08409e-5
9.36,17428.7,7.78455e-5
9.37,17212.1,6.72379e-5
9.38,17025.6,5.89903e-5
9.39,16873.3,5.2968e-5
9.4,16756.2,4.89471e-5
9.41,16672.4,4.66375e-5
9.42,16618,4.57093e-5
9.43,16587.9,4.58196e-5
9.44,16576.3,4.66378e-5
9.45,16577.1,4.78663e-5
9.46,16584.7,4.92548e-5
9.47,16593.9,5.06094e-5
9.48,16600.3,5.17946e-5
9.49,16600.3,5.27307e-5
9.5,16591.4,5.33872e-5
9.51,16571.6,5.37738e-5
9.52,16540.1,5.39303e-5
9.53,16496.6,5.39158e-5
9.54,16441.7,5.37997e-5
9.55,16376.2,5.36528e-5
9.56,16301.6,5.35401e-5
9.57,16219.6,5.35161e-5
9.58,16132.1,5.36208e-5
9.59,16040.8,5.3878e-5
9.6,15947.5,5.42946e-5
9.61,15853.8,5.48614e-5
9.62,15761,5.55551e-5
9.63,15670,5.63408e-5
9.64,15581.5,5.7175e-5
9.65,15495.9,5.80093e-5
9.66,15413.2,5.87937e-5
9.67,15333.4,5.94803e-5
9.68,15255.9,6.00255e-5
9.69,15180.3,6.0393e-5
9.7,15106.1,6.05555e-5
9.71,15032.5,6.04956e-5
9.72,14959,6.02064e-5
9.73,14885.1,5.96912e-5
9.74,14810.2,5.89627e-5
9.75,14734,5.8042e-5
9.76,14656.2,5.6957e-5
9.77,14576.9,5.57403e-5
9.78,14495.8,5.44277e-5
9.79,14413.2,5.30562e-5
9.8,14329.3,5.16621e-5
9.81,14244.2,5.02799e-5
9.82,14158.4,4.89404e-5
9.83,14072.1,4.76703e-5
9.84,13985.6,4.64911e-5
9.85,13899.3,4.5419e-5
9.86,13813.5,4.44645e-5
9.87,13728.3,4.3633e-5
9.88,13644.1,4.29249e-5
9.89,13560.8,4.23362e-5
9.9,13478.6,4.18595e-5
9.91,13397.6,4.14843e-5
9.92,13317.7,4.11982e-5
9.93,13238.8,4.09874e-5
9.94,13160.8,4.08378e-5
9.95,13083.7,4.07351e-5
9.96,13007.3,4.06658e-5
9.97,12931.4,4.06176e-5
9.98,12856,4.05795e-5
9.99,12780.9,4.05419e-5
10,12706.1,4.04971e-5
10.01,12631.3,4.04392e-5
10.02,12556.6,4.03637e-5
10.03,12481.9,4.02677e-5
10.04,12407.2,4.01496e-5
10.05,12332.4,4.00087e-5
10.06,12257.6,3.98455e-5
10.07,12182.9,3.9661e-5
10.08,12108.2,3.94566e-5
10.09,12033.6,3.92342e-5
10.1,11959.1,3.89957e-5
10.11,11884.8,3.87431e-5
10.12,11811.3,3.84854e-5
10.13,11760,3.8614e-5
10.14,11819.3,4.13492e-5
10.15,12102.7,5.0748e-5
10.16,12657.7,7.00899e-5
10.17,13437.1,9.95493e-5
10.18,14338.8,0.000136061
10.19,15256.5,0.000174815
10.2,16109.6,0.000210969
10.21,16849.4,0.00024074
10.22,17455.1,0.000261819
10.23,17929.2,0.000273415
10.24,18288.5,0.000276014
10.25,18552.2,0.000270923
10.26,18734.8,0.000259787
10.27,18844,0.000244234
10.28,18882.6,0.000225697
10.29,18852.5,0.000205369
10.3,18757.3,0.000184239
10.31,18604.3,0.000163127
10.32,18404.7,0.000142726
10.33,18172.6,0.000123608
10.34,17923.4,0.000106233
10.35,17672.4,9.09367e-5
10.36,17433.1,7.79353e-5
10.37,17216.4,6.73195e-5
10.38,17029.7,5.90621e-5
10.39,16877.3,5.30293e-5
10.4,16759.9,4.8998e-5
10.41,16675.9,4.66787e-5
10.42,16621.3,4.57418e-5
10.43,16591,4.58448e-5
10.44,16579.2,4.66574e-5
10.45,16579.9,4.78816e-5
10.46,16587.4,4.92673e-5
10.47,16596.5,5.06203e-5
10.48,16602.8,5.18048e-5
10.49,16602.8,5.27408e-5
10.5,16593.9,5.33976e-5
10.51,16574.1,5.37846e-5
10.52,16542.6,5.39414e-5
10.53,16499.2,5.3927e-5
10.54,16444.3,5.38108e-5
10.55,16378.8,5.36632e-5
10.56,16304.3,5.35496e-5
10.57,16222.3,5.35243e-5
10.58,16134.8,5.36275e-5
10.59,16043.5,5.3883e-5
10.6,15950.2,5.42977e-5
10.61,15856.5,5.48628e-5
10.62,15763.7,5.55549e-5
10.63,15672.6,5.63391e-5
10.64,15584.1,5.71721e-5
10.65,15498.5,5.80056e-5
10.66,15415.8,5.87896e-5
10.67,15335.9,5.94761e-5
10.68,15258.4,6.00217e-5
10.69,15182.8,6.03899e-5
10.7,15108.6,6.05535e-5
10.71,15035,6.04949e-5
10.72,14961.5,6.02072e-5
10.73,14887.5,5.96935e-5
10.74,14812.6,5.89667e-5
10.75,14736.3,5.80477e-5
10.76,14658.6,5.69643e-5
10.77,14579.2,5.57491e-5
10.78,14498.2,5.44377e-5
10.79,14415.6,5.30673e-5
10.8,14331.6,5.1674e-5
10.81,14246.6,5.02924e-5
10.82,14160.7,4.89533e-5
10.83,14074.4,4.76833e-5
10.84,13987.9,4.65041e-5
10.85,13901.6,4.54317e-5
10.86,13815.8,4.44768e-5
10.87,13730.6,4.36448e-5
10.88,13646.3,4.29361e-5
10.89,13563,4.23467e-5
10.9,13480.9,4.18693e-5
10.91,13399.8,4.14934e-5
10.92,13319.8,4.12066e-5
10.93,13240.9,4.09952e-5
10.94,13163,4.0845e-5
10.95,13085.8,4.07418e-5
10.96,13009.4,4.06721e-5
10.97,12933.5,4.06235e-5
10.98,12858.1,4.0585e-5
10.99,12783,4.05472e-5
11,12708.1,4.05023e-5
11.01,12633.3,4.04442e-5
11.02,12558.6,4.03686e-5
11.03,12483.9,4.02726e-5
11.04,12409.1,4.01544e-5
11.05,12334.4,4.00135e-5
11.06,12259.6,3.98503e-5
11.07,12184.8,3.96659e-5
11.08,12110.1,3.94616e-5
11.09,12035.5,3.92392e-5
11.1,11961,3.90008e-5
11.11,11886.7,3.87482e-5
11.12,11813.2,3.84905e-5
11.13,11761.7,3.86162e-5
11.14,11820.5,4.13384e-5
11.15,12103.1,5.07108e-5
11.16,12657.2,7.00186e-5
11.17,13435.9,9.94453e-5
11.18,14337,0.000135933
11.19,15254.5,0.000174676
11.2,16107.5,0.000210828
11.21,16847.2,0.000240607
11.22,17452.9,0.000261699
11.23,17927.1,0.000273311
11.24,18286.3,0.000275926
11.25,18550.1,0.000270851
11.26,18732.8,0.000259731
11.27,18842.1,0.000244193
11.28,18880.9,0.00022567
11.29,18850.9,0.000205355
11.3,18755.9,0.000184235
11.31,18603.1,0.000163132
11.32,18403.6,0.000142738
11.33,18171.7,0.000123626
11.34,17922.6,0.000106254
11.35,17671.7,9.09595e-5
11.36,17432.4,7.79584e-5
11.37,17215.7,6.73416e-5
11.38,17029,5.90824e-5
11.39,16876.6,5.3047e-5
11.4,16759.2,4.90128e-5
11.41,16675.1,4.66905e-5
11.42,16620.4,4.57508e-5
11.43,16590.1,4.58513e-5
11.44,16578.3,4.66616e-5
11.45,16578.9,4.78841e-5
11.46,16586.3,4.92684e-5
11.47,16595.4,5.06204e-5
11.48,16601.7,5.18043e-5
11.49,16601.7,5.27399e-5
11.5,16592.7,5.33965e-5
11.51,16573,5.37834e-5
11.52,16541.5,5.39401e-5
11.53,16498.1,5.39257e-5
11.54,16443.2,5.38092e-5
11.55,16377.8,5.36614e-5
11.56,16303.3,5.35474e-5
11.57,16221.3,5.35216e-5
11.58,16133.8,5.36242e-5
11.59,16042.5,5.3879e-5
11.6,15949.3,5.42931e-5
11.61,15855.6,5.48574e-5
11.62,15762.7,5.55488e-5
11.63,15671.7,5.63324e-5
11.64,15583.2,5.71648e-5
11.65,15497.6,5.79979e-5
11.66,15414.9,5.87816e-5
11.67,15335,5.9468e-5
11.68,15257.5,6.00135e-5
11.69,15181.9,6.0382e-5
11.7,15107.6,6.05458e-5
11.71,15034,6.04876e-5
11.72,14960.5,6.02004e-5
11.73,14886.5,5.96874e-5
11.74,14811.6,5.89613e-5
11.75,14735.4,5.8043e-5
11.76,14657.7,5.69602e-5
11.77,14578.3,5.57457e-5
11.78,14497.3,5.4435e-5
11.79,14414.7,5.30651e-5
11.8,14330.8,5.16723e-5
11.81,14245.7,5.02911e-5
11.82,14159.9,4.89523e-5
11.83,14073.6,4.76826e-5
11.84,13987.1,4.65035e-5
11.85,13900.8,4.54312e-5
11.86,13815,4.44763e-5
11.87,13729.8,4.36442e-5
11.88,13645.5,4.29354e-5
11.89,13562.2,4.23459e-5
11.9,13480.1,4.18683e-5
11.91,13399,4.14922e-5
11.92,13319,4.12052e-5
11.93,13240.1,4.09936e-5
11.94,13162.2,4.08432e-5
11.95,13085,4.07398e-5
11.96,13008.6,4.06699e-5
11.97,12932.8,4.06212e-5
11.98,12857.3,4.05826e-5
11.99,12782.2,4.05446e-5
12,12707.3,4.04996e-5
12.01,12632.6,4.04415e-5
12.02,12557.8,4.03659e-5
12.03,12483.1,4.02698e-5
12.04,12408.4,4.01516e-5
12.05,12333.6,4.00107e-5
12.06,12258.9,3.98476e-5
12.07,12184.1,3.96631e-5
12.08,12109.4,3.94589e-5
12.09,12034.8,3.92366e-5
12.1,11960.3,3.89982e-5
12.11,11886,3.87456e-5
12.12,11812.5,3.8488e-5
12.13,11761.1,3.86142e-5
12.14,11819.8,4.1337e-5
12.15,12102.4,5.0709e-5
12.16,12656.4,7.00143e-5
12.17,13435,9.94369e-5
12.18,14336,0.00013592
12.19,15253.4,0.000174658
12.2,16106.3,0.000210808
12.21,16846,0.000240584
12.22,17451.7,0.000261676
12.23,17925.9,0.000273288
12.24,18285.2,0.000275906
12.25,18548.9,0.000270836
12.26,18731.7,0.00025972
12.27,18841,0.000244185
12.28,18879.9,0.000225665
12.29,18849.9,0.000205353
12.3,18754.9,0.000184235
12.31,18602.2,0.000163134
12.32,18402.8,0.000142741
12.33,18170.9,0.00012363
12.34,17921.8,0.000106258
12.35,17670.9,9.0964e-5
12.36,17431.7,7.79628e-5
12.37,17215,6.73457e-5
12.38,17028.3,5.9086e-5
12.39,16875.9,5.305e-5
12.4,16758.5,4.9015e-5
12.41,16674.4,4.66919e-5
12.42,16619.7,4.57514e-5
12.43,16589.4,4.58512e-5
12.44,16577.5,4.66609e-5
12.45,16578.1,4.78828e-5
12.46,16585.6,4.92667e-5
12.47,16594.6,5.06185e-5
12.48,16600.9,5.18021e-5
12.49,16600.9,5.27377e-5
12.5,16592,5.33942e-5
12.51,16572.2,5.37812e-5
12.52,16540.8,5.39379e-5
12.53,16497.4,5.39235e-5
12.54,16442.5,5.38071e-5
12.55,16377,5.36594e-5
12.56,16302.5,5.35454e-5
12.57,16220.6,5.35196e-5
12.58,16133.1,5.36222e-5
12.59,16041.9,5.3877e-5
12.6,15948.6,5.4291e-5
12.61,15854.9,5.48552e-5
12.62,15762,5.55465e-5
12.63,15671,5.633e-5
12.64,15582.5,5.71623e-5
12.65,15496.9,5.79953e-5
12.66,15414.2,5.8779e-5
12.67,15334.3,5.94653e-5
12.68,15256.8,6.00109e-5
12.69,15181.3,6.03793e-5
12.7,15107,6.05432e-5
12.71,15033.4,6.04851e-5
12.72,14959.9,6.0198e-5
12.73,14885.9,5.96851e-5
12.74,14811,5.89591e-5
12.75,14734.8,5.80409e-5
12.76,14657.1,5.69583e-5
12.77,14577.7,5.57438e-5
12.78,14496.7,5.44332e-5
12.79,14414.1,5.30634e-5
12.8,14330.2,5.16708e-5
12.81,14245.1,5.02897e-5
12.82,14159.3,4.89509e-5
12.83,14073,4.76813e-5
12.84,13986.5,4.65022e-5
12.85,13900.2,4.54299e-5
12.86,13814.4,4.4475e-5
12.87,13729.2,4.36429e-5
12.88,13644.9,4.29341e-5
12.89,13561.7,4.23446e-5
12.9,13479.5,4.18669e-5
12.91,13398.5,4.14908e-5
12.92,13318.5,4.12038e-5
12.93,13239.6,4.09921e-5
12.94,13161.6,4.08417e-5
12.95,13084.5,4.07382e-5
12.96,13008.1,4.06684e-5
12.97,12932.2,4.06196e-5
12.98,12856.8,4.0581e-5
12.99,12781.7,4.0543e-5
13,12706.8,4.0498e-5
13.01,12632.1,4.04399e-5
13.02,12557.3,4.03643e-5
13.03,12482.6,4.02682e-5
13.04,12407.9,4.015e-5
13.05,12333.1,4.00092e-5
13.06,12258.4,3.9846e-5
13.07,12183.6,3.96616e-5
13.08,12108.9,3.94573e-5
13.09,12034.3,3.9235e-5
13.1,11959.8,3.89967e-5
13.11,11885.5,3.87441e-5
13.12,11812,3.84864e-5
13.13,11760.5,3.86113e-5
13.14,11819.1,4.13304e-5
13.15,12101.6,5.06969e-5
13.16,12655.4,6.99965e-5
13.17,13433.9,9.94146e-5
13.18,14334.9,0.000135895
13.19,15252.2,0.000174632
13.2,16105.1,0.000210781
13.21,16844.8,0.000240558
13.22,17450.5,0.000261651
13.23,17924.6,0.000273264
13.24,18283.9,0.000275883
13.25,18547.6,0.000270814
13.26,18730.4,0.0002597
13.27,18839.7,0.000244168
13.28,18878.6,0.00022565
13.29,18848.7,0.00020534
13.3,18753.7,0.000184225
13.31,18601,0.000163126
13.32,18401.6,0.000142735
13.33,18169.7,0.000123625
13.34,17920.7,0.000106255
13.35,17669.8,9.09623e-5
13.36,17430.6,7.79618e-5
13.37,17213.9,6.73452e-5
13.38,17027.3,5.90857e-5
13.39,16874.9,5.30498e-5
13.4,16757.5,4.90148e-5
13.41,16673.4,4.66915e-5
13.42,16618.7,4.57508e-5
13.43,16588.4,4.58503e-5
13.44,16576.5,4.66598e-5
13.45,16577.1,4.78814e-5
13.46,16584.5,4.92651e-5
13.47,16593.6,5.06166e-5
13.48,16599.9,5.18001e-5
13.49,16599.9,5.27355e-5
13.5,16591,5.33919e-5
13.51,16571.2,5.37788e-5
13.52,16539.8,5.39354e-5
13.53,16496.4,5.3921e-5
13.54,16441.5,5.38045e-5
13.55,16376,5.36567e-5
13.56,16301.5,5.35426e-5
13.57,16219.6,5.35167e-5
13.58,16132.1,5.36192e-5
13.59,16040.9,5.38739e-5
13.6,15947.6,5.42878e-5
13.61,15853.9,5.48519e-5
13.62,15761.1,5.55431e-5
13.63,15670.1,5.63264e-5
13.64,15581.6,5.71587e-5
13.65,15496,5.79916e-5
13.66,15413.3,5.87752e-5
13.67,15333.4,5.94615e-5
13.68,15255.9,6.0007e-5
13.69,15180.4,6.03755e-5
13.7,15106.1,6.05394e-5
13.71,15032.5,6.04814e-5
13.72,14959,6.01943e-5
13.73,14885,5.96815e-5
13.74,14810.1,5.89556e-5
13.75,14733.9,5.80375e-5
13.76,14656.2,5.6955e-5
13.77,14576.8,5.57407e-5
13.78,14495.8,5.44303e-5
13.79,14413.3,5.30606e-5
13.8,14329.3,5.16681e-5
13.81,14244.3,5.02871e-5
13.82,14158.5,4.89485e-5
13.83,14072.2,4.76789e-5
13.84,13985.7,4.64999e-5
13.85,13899.4,4.54277e-5
13.86,13813.6,4.44728e-5
13.87,13728.4,4.36408e-5
13.88,13644.1,4.29319e-5
13.89,13560.9,4.23424e-5
13.9,13478.7,4.18648e-5
13.91,13397.7,4.14887e-5
13.92,13317.7,4.12016e-5
13.93,13238.8,4.099e-5
13.94,13160.9,4.08395e-5
13.95,13083.7,4.0736e-5
13.96,13007.3,4.06661e-5
13.97,12931.5,4.06174e-5
13.98,12856.1,4.05787e-5
13.99,12781,4.05407e-5
14,12706.1,4.04957e-5
14.01,12631.3,4.04376e-5
14.02,12556.6,4.0362e-5
14.03,12481.9,4.02659e-5
14.04,12407.2,4.01477e-5
14.05,12332.4,4.00069e-5
14.06,12257.7,3.98437e-5
14.07,12182.9,3.96593e-5
14.08,12108.2,3.94551e-5
14.09,12033.6,3.92328e-5
14.1,11959.1,3.89944e-5
14.11,11884.8,3.87419e-5
14.12,11811.3,3.84843e-5
14.13,11759.9,3.86098e-5
14.14,11818.5,4.13299e-5
14.15,12101,5.06966e-5
14.16,12654.8,6.99951e-5
14.17,13433.2,9.94106e-5
14.18,14334.1,0.000135888
14.19,15251.3,0.000174621
14.2,16104.2,0.000210767
14.21,16843.8,0.000240541
14.22,17449.4,0.000261632
14.23,17923.5,0.000273244
14.24,18282.7,0.000275862
14.25,18546.4,0.000270792
14.26,18729.1,0.000259677
14.27,18838.4,0.000244146
14.28,18877.3,0.000225629
14.29,18847.4,0.00020532
14.3,18752.4,0.000184207
14.31,18599.7,0.000163111
14.32,18400.3,0.000142722
14.33,18168.5,0.000123614
14.34,17919.5,0.000106246
14.35,17668.6,9.09546e-5
14.36,17429.4,7.79557e-5
14.37,17212.7,6.73405e-5
14.38,17026.1,5.90822e-5
14.39,16873.7,5.30472e-5
14.4,16756.4,4.90128e-5
14.41,16672.3,4.669e-5
14.42,16617.6,4.57495e-5
14.43,16587.3,4.58491e-5
14.44,16575.4,4.66585e-5
14.45,16576,4.78801e-5
14.46,16583.5,4.92636e-5
14.47,16592.5,5.06148e-5
14.48,16598.8,5.17981e-5
14.49,16598.8,5.27333e-5
14.5,16589.9,5.33895e-5
14.51,16570.1,5.37762e-5
14.52,16538.7,5.39327e-5
14.53,16495.3,5.39182e-5
14.54,16440.4,5.38017e-5
14.55,16375,5.36538e-5
14.56,16300.5,5.35397e-5
14.57,16218.6,5.35138e-5
14.58,16131.1,5.36163e-5
14.59,16039.8,5.38709e-5
14.6,15946.6,5.42847e-5
14.61,15852.9,5.48488e-5
14.62,15760.1,5.55399e-5
14.63,15669.1,5.63232e-5
14.64,15580.6,5.71554e-5
14.65,15495,5.79882e-5
14.66,15412.3,5.87717e-5
14.67,15332.4,5.94579e-5
14.68,15254.9,6.00033e-5
14.69,15179.4,6.03717e-5
14.7,15105.1,6.05356e-5
14.71,15031.5,6.04775e-5
14.72,14958,6.01904e-5
14.73,14884.1,5.96776e-5
14.74,14809.2,5.89517e-5
14.75,14733,5.80337e-5
14.76,14655.3,5.69513e-5
14.77,14575.9,5.5737e-5
14.78,14494.9,5.44267e-5
14.79,14412.3,5.30571e-5
14.8,14328.4,5.16647e-5
14.81,14243.4,5.02838e-5
14.82,14157.6,4.89453e-5
14.83,14071.3,4.76759e-5
14.84,13984.8,4.6497e-5
14.85,13898.5,4.54249e-5
14.86,13812.7,4.44701e-5
14.87,13727.5,4.36381e-5
14.88,13643.3,4.29294e-5
14.89,13560,4.23399e-5
14.9,13477.9,4.18624e-5
14.91,13396.8,4.14863e-5
14.92,13316.9,4.11992e-5
14.93,13238,4.09876e-5
14.94,13160,4.08371e-5
14.95,13082.9,4.07337e-5
14.96,13006.5,4.06638e-5
14.97,12930.7,4.0615e-5
14.98,12855.2,4.05763e-5
14.99,12780.2,4.05383e-5
15,12705.3,4.04933e-5
15.01,12630.5,4.04352e-5
15.02,12555.8,4.03596e-5
15.03,12481.1,4.02635e-5
15.04,12406.4,4.01453e-5
15.05,12331.6,4.00044e-5
15.06,12256.9,3.98413e-5
15.07,12182.1,3.96569e-5
15.08,12107.4,3.94526e-5
15.09,12032.8,3.92304e-5
15.1,11958.4,3.8992e-5
15.11,11884.1,3.87395e-5
15.12,11810.6,3.84819e-5
15.13,11759.1,3.86077e-5
15.14,11817.9,4.13297e-5
15.15,12100.5,5.07007e-5
15.16,12654.4,7.00047e-5
15.17,13433,9.94253e-5
15.18,14333.9,0.000135906
15.19,15251.2,0.00017464
15.2,16104,0.000210785
15.21,16843.6,0.000240557
15.22,17449.2,0.000261645
15.23,17923.3,0.000273255
15.24,18282.5,0.000275871
15.25,18546.2,0.000270799
15.26,18728.9,0.000259684
15.27,18838.3,0.000244151
15.28,18877.1,0.000225632
15.29,18847.2,0.000205323
15.3,18752.2,0.000184208
15.31,18599.5,0.000163111
15.32,18400.1,0.000142721
15.33,18168.2,0.000123612
15.34,17919.2,0.000106244
15.35,17668.4,9.09522e-5
15.36,17429.2,7.79532e-5
15.37,17212.5,6.73379e-5
15.38,17025.9,5.90797e-5
15.39,16873.5,5.30448e-5
15.4,16756.1,4.90107e-5
15.41,16672,4.6688e-5
15.42,16617.4,4.57478e-5
15.43,16587.1,4.58476e-5
15.44,16575.2,4.66571e-5
15.45,16575.9,4.78788e-5
15.46,16583.3,4.92624e-5
15.47,16592.3,5.06138e-5
15.48,16598.7,5.17971e-5
15.49,16598.7,5.27323e-5
15.5,16589.7,5.33886e-5
15.51,16570,5.37753e-5
15.52,16538.5,5.39318e-5
15.53,16495.1,5.39173e-5
15.54,16440.2,5.38009e-5
15.55,16374.8,5.36531e-5
15.56,16300.3,5.3539e-5
15.57,16218.4,5.35132e-5
15.58,16130.9,5.36158e-5
15.59,16039.7,5.38705e-5
15.6,15946.4,5.42845e-5
15.61,15852.8,5.48487e-5
15.62,15759.9,5.55399e-5
15.63,15668.9,5.63233e-5
15.64,15580.4,5.71555e-5
15.65,15494.8,5.79884e-5
15.66,15412.2,5.8772e-5
15.67,15332.3,5.94582e-5
15.68,15254.8,6.00036e-5
15.69,15179.2,6.0372e-5
15.7,15105,6.05358e-5
15.71,15031.4,6.04777e-5
15.72,14957.9,6.01905e-5
15.73,14883.9,5.96776e-5
15.74,14809,5.89517e-5
15.75,14732.9,5.80336e-5
15.76,14655.1,5.69511e-5
15.77,14575.8,5.57368e-5
15.78,14494.8,5.44264e-5
15.79,14412.2,5.30568e-5
15.8,14328.3,5.16643e-5
15.81,14243.3,5.02834e-5
15.82,14157.4,4.89448e-5
15.83,14071.1,4.76753e-5
15.84,13984.7,4.64964e-5
15.85,13898.4,4.54243e-5
15.86,13812.6,4.44695e-5
15.87,13727.4,4.36376e-5
15.88,13643.2,4.29288e-5
15.89,13559.9,4.23394e-5
15.9,13477.7,4.18618e-5
15.91,13396.7,4.14858e-5
15.92,13316.8,4.11988e-5
15.93,13237.9,4.09871e-5
15.94,13159.9,4.08367e-5
15.95,13082.8,4.07333e-5
15.96,13006.4,4.06634e-5
15.97,12930.5,4.06146e-5
15.98,12855.1,4.0576e-5
15.99,12780,4.0538e-5
16,12705.2,4.0493e-5
16.01,12630.4,4.04349e-5
16.02,12555.7,4.03593e-5
16.03,12481,4.02632e-5
16.04,12406.3,4.0145e-5
16.05,12331.5,4.00042e-5
16.06,12256.8,3.9841e-5
16.07,12182,3.96566e-5
16.08,12107.3,3.94524e-5
16.09,12032.7,3.92301e-5
16.1,11958.2,3.89918e-5
16.11,11884,3.87393e-5
16.12,11810.5,3.84816e-5
16.13,11759,3.86066e-5
16.14,11817.7,4.13271e-5
16.15,12100.3,5.0697e-5
16.16,12654.3,7.00015e-5
16.17,13432.9,9.9424e-5
16.18,14333.9,0.000135907
16.19,15251.2,0.000174644
16.2,16104,0.000210791
16.21,16843.7,0.000240564
16.22,17449.3,0.000261652
16.23,17923.3,0.000273261
16.24,18282.5,0.000275875
16.25,18546.2,0.000270802
16.26,18728.9,0.000259685
16.27,18838.2,0.000244151
16.28,18877.1,0.000225631
16.29,18847.1,0.000205321
16.3,18752.1,0.000184206
16.31,18599.4,0.000163108
16.32,18400,0.000142718
16.33,18168.1,0.000123609
16.34,17919.1,0.00010624
16.35,17668.2,9.09489e-5
16.36,17429,7.79501e-5
16.37,17212.4,6.7335e-5
16.38,17025.8,5.9077e-5
16.39,16873.4,5.30425e-5
16.4,16756,4.90087e-5
16.41,16671.9,4.66864e-5
16.42,16617.3,4.57465e-5
16.43,16587,4.58466e-5
16.44,16575.1,4.66564e-5
16.45,16575.8,4.78783e-5
16.46,16583.2,4.92621e-5
16.47,16592.3,5.06136e-5
16.48,16598.6,5.17969e-5
16.49,16598.6,5.27322e-5
16.5,16589.6,5.33885e-5
16.51,16569.9,5.37752e-5
16.52,16538.4,5.39317e-5
16.53,16495,5.39172e-5
16.54,16440.1,5.38007e-5
16.55,16374.7,5.36528e-5
16.56,16300.2,5.35388e-5
16.57,16218.3,5.35129e-5
16.58,16130.8,5.36155e-5
16.59,16039.6,5.38702e-5
16.6,15946.3,5.42842e-5
16.61,15852.7,5.48484e-5
16.62,15759.8,5.55396e-5
16.63,15668.8,5.6323e-5
16.64,15580.3,5.71553e-5
16.65,15494.7,5.79882e-5
16.66,15412.1,5.87718e-5
16.67,15332.2,5.9458e-5
16.68,15254.7,6.00035e-5
16.69,15179.1,6.03718e-5
16.7,15104.9,6.05357e-5
16.71,15031.3,6.04775e-5
16.72,14957.8,6.01904e-5
16.73,14883.9,5.96775e-5
16.74,14809,5.89515e-5
16.75,14732.8,5.80334e-5
16.76,14655.1,5.69509e-5
16.77,14575.7,5.57365e-5
16.78,14494.7,5.44261e-5
16.79,14412.1,5.30564e-5
